zip,city,state,latitude,longitude,population
20637,Hughesville,MD,38.5,-76.8,5423
19330,Cochranville,PA,39.87,-75.92,5421
36277,Weaver,AL,33.76,-85.82,5420
36580,Summerdale,AL,30.5,-87.7,5420
95436,Forestville,CA,38.5,-122.91,5418
56364,Pierz,MN,46.0,-94.0,5416
43762,New Concord,OH,40.0,-81.8,5413
03603,Charlestown,NH,43.2,-72.4,5412
76255,Nocona,TX,33.8,-97.7,5411
49868,Newberry,MI,46.5,-85.6,5409
39069,Fayette,MS,31.7,-91.0,5409
24088,Ferrum,VA,36.9,-80.1,5408
42206,Auburn,KY,36.9,-86.7,5407
15824,Brockway,PA,41.3,-78.8,5407
54411,Athens,WI,45.1,-90.0,5406
83355,Wendell,ID,42.8,-114.7,5405
02835,Jamestown,RI,41.51,-71.37,5405
83530,Grangeville,ID,45.9,-116.1,5404
64156,Kansas City,MO,39.28,-94.52,5404
22520,Montross,VA,38.1,-76.8,5402
06378,Stonington,CT,41.38,-71.92,5399
28129,Oakboro,NC,35.24,-80.32,5399
22939,Fishersville,VA,38.1,-78.97,5398
44624,Dundee,OH,40.6,-81.6,5397
19025,Dresher,PA,40.14,-75.16,5395
75561,Hooks,TX,33.51,-94.28,5395
48618,Coleman,MI,43.7,-84.6,5393
14505,Marion,NY,43.16,-77.17,5393
78401,Corpus Christi,TX,27.8,-97.4,5391
35978,Henagar,AL,34.6,-85.7,5390
60472,Robbins,IL,41.64,-87.71,5390
64145,Kansas City,MO,38.88,-94.59,5389
19567,Womelsdorf,PA,40.4,-76.21,5388
62263,Nashville,IL,38.3,-89.4,5387
50035,Bondurant,IA,41.73,-93.45,5387
78059,Natalia,TX,29.2,-98.8,5387
75831,Buffalo,TX,31.4,-96.0,5386
62644,Havana,IL,40.3,-90.1,5385
08535,Millstone Township,NJ,40.23,-74.45,5385
22974,Troy,VA,37.98,-78.27,5385
85054,Phoenix,AZ,33.69,-111.95,5384
56479,Staples,MN,46.5,-94.8,5384
07082,Towaco,NJ,40.92,-74.35,5384
15320,Carmichaels,PA,39.88,-80.0,5384
16433,Saegertown,PA,41.7,-80.1,5384
24910,Alderson,WV,37.7,-80.7,5383
37098,Lyles,TN,35.9,-87.3,5382
62225,Scott Air Force Base,IL,38.54,-89.86,5381
78956,Schulenburg,TX,29.7,-96.9,5381
48005,Armada,MI,42.85,-82.93,5379
02825,Foster,RI,41.79,-71.7,5377
72106,Mayflower,AR,34.9,-92.4,5376
75141,Hutchins,TX,32.64,-96.7,5374
30563,Mount Airy,GA,34.56,-83.46,5373
41537,Jenkins,KY,37.2,-82.6,5373
07058,Pine Brook,NJ,40.86,-74.34,5372
08562,Wrightstown,NJ,40.07,-74.6,5371
75966,Newton,TX,30.8,-93.7,5371
98443,Tacoma,WA,47.21,-122.37,5371
40013,Coxs Creek,KY,37.9,-85.5,5369
28097,Locust,NC,35.3,-80.4,5369
79363,Shallowater,TX,33.7,-102.1,5369
47031,Milan,IN,39.1,-85.1,5368
13068,Freeville,NY,42.5,-76.4,5368
28544,Midway Park,NC,34.71,-77.32,5368
15530,Berlin,PA,39.9,-78.9,5368
35117,Mount Olive,AL,33.66,-86.88,5367
70431,Bush,LA,30.6,-90.0,5366
45318,Covington,OH,40.12,-84.34,5365
35754,Laceys Spring,AL,34.52,-86.62,5362
74441,Hulbert,OK,36.0,-95.2,5362
27341,Seagrove,NC,35.5,-79.7,5360
47452,Orleans,IN,38.6,-86.5,5359
64153,Kansas City,MO,39.29,-94.74,5358
89820,Battle Mountain,NV,40.5,-117.0,5358
47932,Covington,IN,40.2,-87.5,5357
08091,West Berlin,NJ,39.8,-74.93,5357
07757,Oceanport,NJ,40.32,-74.02,5356
05465,Jericho,VT,44.5,-72.9,5355
32730,Casselberry,FL,28.65,-81.34,5354
41169,Russell,KY,38.52,-82.72,5354
28901,Andrews,NC,35.2,-83.8,5354
34753,Mascotte,FL,28.58,-81.9,5353
03222,Bristol,NH,43.6,-71.8,5353
62951,Johnston City,IL,37.82,-88.92,5352
41522,Elkhorn City,KY,37.3,-82.4,5352
08049,Magnolia,NJ,39.85,-75.04,5350
78361,Hebbronville,TX,27.0,-98.9,5350
17066,Mount Union,PA,40.38,-77.84,5348
83328,Filer,ID,42.6,-114.6,5347
39071,Flora,MS,32.6,-90.3,5346
54201,Algoma,WI,44.6,-87.5,5345
33070,Tavernier,FL,25.1,-80.6,5344
73529,Comanche,OK,34.4,-97.9,5344
97391,Toledo,OR,44.6,-123.9,5344
72744,Lincoln,AR,36.0,-94.4,5343
04274,Poland,ME,44.05,-70.39,5343
16833,Curwensville,PA,40.9,-78.6,5342
46765,Leo,IN,41.23,-85.04,5341
55321,Cokato,MN,45.1,-94.2,5341
63740,Chaffee,MO,37.2,-89.7,5339
97467,Reedsport,OR,43.7,-123.9,5339
41074,Dayton,KY,39.11,-84.46,5338
54110,Brillion,WI,44.2,-88.1,5338
95666,Pioneer,CA,38.6,-120.3,5336
29832,Johnston,SC,33.8,-81.8,5335
26582,Mannington,WV,39.5,-80.4,5335
03307,Loudon,NH,43.3,-71.4,5334
76073,Paradise,TX,33.1,-97.7,5327
03868,Rochester,NH,43.33,-70.94,5323
15714,Northern Cambria,PA,40.63,-78.83,5323
43947,Shadyside,OH,39.93,-80.8,5322
37324,Decherd,TN,35.3,-86.0,5322
92363,Needles,CA,34.7,-114.6,5321
81526,Palisade,CO,39.1,-108.3,5321
43756,Mcconnelsville,OH,39.7,-81.8,5320
66217,Shawnee,KS,39.02,-94.78,5319
64053,Independence,MO,39.11,-94.46,5319
62561,Riverton,IL,39.86,-89.5,5315
57730,Custer,SD,43.8,-103.7,5315
77517,Santa Fe,TX,29.36,-95.14,5315
06359,North Stonington,CT,41.47,-71.88,5313
55356,Long Lake,MN,45.0,-93.59,5311
47390,Union City,IN,40.2,-84.9,5310
32008,Branford,FL,29.9,-82.9,5309
07632,Englewood Cliffs,NJ,40.88,-73.95,5309
79035,Friona,TX,34.6,-102.8,5309
80118,Larkspur,CO,39.2,-104.9,5308
44851,New London,OH,41.1,-82.4,5308
69130,Cozad,NE,40.9,-100.0,5307
43025,Hebron,OH,39.97,-82.52,5306
80807,Burlington,CO,39.3,-102.3,5304
45612,Bainbridge,OH,39.2,-83.3,5303
48226,Detroit,MI,42.33,-83.05,5302
28391,Stedman,NC,35.02,-78.7,5302
75426,Clarksville,TX,33.7,-95.0,5301
70591,Welsh,LA,30.2,-92.8,5299
15330,Eighty Four,PA,40.2,-80.1,5299
42038,Eddyville,KY,37.0,-88.0,5298
45338,Lewisburg,OH,39.84,-84.57,5298
32531,Baker,FL,30.9,-86.7,5296
56544,Frazee,MN,46.7,-95.6,5294
44612,Bolivar,OH,40.63,-81.46,5293
95222,Angels Camp,CA,38.0,-120.6,5292
10516,Cold Spring,NY,41.45,-73.91,5289
37738,Gatlinburg,TN,35.7,-83.5,5288
62995,Vienna,IL,37.4,-88.9,5284
42553,Science Hill,KY,37.2,-84.7,5284
14131,Ransomville,NY,43.24,-78.9,5283
30183,Waleska,GA,34.34,-84.59,5282
38941,Itta Bena,MS,33.4,-90.4,5282
21791,Union Bridge,MD,39.5,-77.2,5281
77360,Onalaska,TX,30.85,-95.12,5280
29918,Estill,SC,32.7,-81.3,5278
23063,Goochland,VA,37.7,-78.0,5278
98260,Langley,WA,48.03,-122.44,5278
84101,Salt Lake City,UT,40.76,-111.9,5277
46121,Coatesville,IN,39.7,-86.7,5276
74864,Prague,OK,35.5,-96.7,5274
18517,Taylor,PA,41.39,-75.72,5274
02468,Waban,MA,42.33,-71.23,5273
17073,Newmanstown,PA,40.3,-76.26,5271
57770,Pine Ridge,SD,43.3,-102.6,5271
44430,Leavittsburg,OH,41.24,-80.91,5270
53805,Boscobel,WI,43.2,-90.7,5269
27851,Lucama,NC,35.64,-78.03,5268
70711,Albany,LA,30.52,-90.61,5266
97374,Scio,OR,44.7,-122.7,5266
39189,Walnut Grove,MS,32.6,-89.4,5263
44504,Youngstown,OH,41.12,-80.66,5262
53508,Belleville,WI,42.9,-89.6,5262
65785,Stockton,MO,37.7,-93.8,5259
93460,Santa Ynez,CA,34.6,-119.9,5255
03070,New Boston,NH,42.98,-71.69,5254
89061,Pahrump,NV,36.1,-115.9,5252
72941,Lavaca,AR,35.4,-94.2,5251
47043,Vevay,IN,38.8,-85.1,5250
01035,Hadley,MA,42.36,-72.59,5250
08007,Barrington,NJ,39.86,-75.05,5250
01376,Turners Falls,MA,42.59,-72.54,5247
08853,Neshanic Station,NJ,40.53,-74.75,5247
60480,Willow Springs,IL,41.72,-87.9,5246
51555,Missouri Valley,IA,41.6,-95.9,5245
42749,Horse Cave,KY,37.2,-85.9,5245
81413,Cedaredge,CO,39.0,-107.9,5243
15681,Saltsburg,PA,40.5,-79.4,5241
99141,Kettle Falls,WA,48.7,-118.1,5240
41314,Booneville,KY,37.5,-83.6,5239
65610,Billings,MO,37.0,-93.5,5239
24577,Nathalie,VA,36.9,-79.0,5239
31553,Nahunta,GA,31.2,-82.0,5237
21817,Crisfield,MD,37.98,-75.85,5236
54829,Cumberland,WI,45.5,-92.1,5236
28163,Stanfield,NC,35.21,-80.44,5233
99025,Newman Lake,WA,47.8,-117.1,5232
08510,Millstone Township,NJ,40.18,-74.42,5231
10018,New York,NY,40.76,-73.99,5229
50129,Jefferson,IA,42.0,-94.4,5228
71837,Fouke,AR,33.2,-93.9,5227
27891,Whitakers,NC,36.1,-77.8,5227
28678,Stony Point,NC,35.84,-81.06,5226
81137,Ignacio,CO,37.1,-107.6,5225
28634,Harmony,NC,36.0,-80.8,5225
44114,Cleveland,OH,41.52,-81.67,5225
79027,Dimmitt,TX,34.5,-102.3,5223
04609,Bar Harbor,ME,44.4,-68.3,5222
68352,Fairbury,NE,40.2,-97.2,5222
21402,Annapolis,MD,38.985,-76.488,5217
64633,Carrollton,MO,39.4,-93.5,5216
13733,Bainbridge,NY,42.3,-75.5,5216
17090,Shermans Dale,PA,40.34,-77.19,5216
24986,White Sulphur Springs,WV,37.9,-80.3,5216
68157,Omaha,NE,41.18,-95.99,5213
48893,Weidman,MI,43.7,-85.0,5212
55046,Lonsdale,MN,44.4,-93.4,5211
45628,Frankfort,OH,39.4,-83.2,5211
11940,East Moriches,NY,40.81,-72.75,5210
73105,Oklahoma City,OK,35.52,-97.5,5210
60163,Berkeley,IL,41.88,-87.9,5209
44272,Rootstown,OH,41.1,-81.2,5208
72065,Hensley,AR,34.5,-92.3,5207
38006,Bells,TN,35.7,-89.1,5207
25601,Logan,WV,37.8,-82.0,5206
78606,Blanco,TX,30.1,-98.4,5205
14036,Corfu,NY,42.97,-78.39,5201
29676,Salem,SC,34.9,-83.0,5201
38468,Leoma,TN,35.1,-87.3,5201
87013,Cuba,NM,35.7,-107.3,5200
10069,New York,NY,40.778,-73.988,5199
54568,Woodruff,WI,45.9,-89.7,5198
53061,New Holstein,WI,43.95,-88.14,5196
46989,Upland,IN,40.5,-85.5,5195
47610,Chandler,IN,38.07,-87.41,5195
65441,Bourbon,MO,38.1,-91.2,5194
45856,Leipsic,OH,41.1,-84.0,5194
35072,Goodwater,AL,33.1,-86.0,5193
38040,Halls,TN,35.9,-89.5,5193
73117,Oklahoma City,OK,35.48,-97.46,5191
97392,Turner,OR,44.8,-122.9,5191
96756,Koloa,HI,21.92,-159.43,5190
27299,Linwood,NC,35.76,-80.39,5190
31091,Unadilla,GA,32.2,-83.7,5189
59034,Hardin,MT,45.9,-107.7,5189
07732,Highlands,NJ,40.43,-74.0,5189
08542,Princeton,NJ,40.35,-74.66,5189
88352,Tularosa,NM,33.2,-106.1,5188
07014,Clifton,NJ,40.83,-74.14,5184
13159,Tully,NY,42.8,-76.1,5184
73527,Cache,OK,34.58,-98.62,5184
05346,Putney,VT,43.0,-72.5,5184
97444,Gold Beach,OR,42.4,-124.3,5181
80816,Florissant,CO,38.8,-105.4,5180
56763,Warroad,MN,48.9,-95.3,5180
88230,Dexter,NM,33.2,-104.4,5179
48023,Fair Haven,MI,42.69,-82.67,5178
48808,Bath,MI,42.83,-84.44,5178
76557,Moody,TX,31.3,-97.4,5178
54114,Crivitz,WI,45.2,-88.0,5178
53726,Madison,WI,43.07,-89.42,5177
28555,Maysville,NC,34.9,-77.2,5175
23140,Providence Forge,VA,37.4,-77.1,5175
12522,Dover Plains,NY,41.72,-73.58,5172
39145,Pelahatchie,MS,32.3,-89.8,5170
74965,Westville,OK,36.0,-94.7,5170
45387,Yellow Springs,OH,39.8,-83.9,5169
21770,Monrovia,MD,39.35,-77.25,5164
28394,Vass,NC,35.2,-79.2,5164
25159,Poca,WV,38.52,-81.79,5163
67665,Russell,KS,38.8,-98.9,5162
03870,Rye,NH,43.01,-70.76,5162
35980,Horton,AL,34.2,-86.4,5161
72042,De Witt,AR,34.3,-91.3,5161
64158,Kansas City,MO,39.23,-94.48,5161
22580,Woodford,VA,38.1,-77.4,5160
56307,Albany,MN,45.6,-94.6,5157
52753,Le Claire,IA,41.63,-90.4,5153
37061,Erin,TN,36.3,-87.7,5153
86325,Cornville,AZ,34.7,-111.9,5152
71653,Lake Village,AR,33.4,-91.3,5152
07647,Northvale,NJ,41.01,-73.94,5152
54612,Arcadia,WI,44.2,-91.5,5152
04009,Bridgton,ME,44.0,-70.8,5151
36016,Clayton,AL,31.8,-85.4,5150
40831,Harlan,KY,36.8,-83.3,5150
89419,Lovelock,NV,40.5,-118.5,5150
31645,Ray City,GA,31.06,-83.23,5147
35739,Ardmore,AL,34.96,-86.82,5146
48453,Marlette,MI,43.3,-83.0,5146
39422,Bay Springs,MS,32.0,-89.2,5146
29511,Aynor,SC,34.0,-79.1,5146
37645,Mount Carmel,TN,36.56,-82.66,5145
53594,Waterloo,WI,43.2,-89.0,5144
20106,Amissville,VA,38.69,-78.0,5142
44076,Orwell,OH,41.5,-80.8,5141
15135,Mckeesport,PA,40.3,-79.82,5139
48658,Standish,MI,44.0,-83.9,5138
79845,Presidio,TX,29.7,-104.2,5138
06331,Canterbury,CT,41.7,-71.99,5137
56636,Deer River,MN,47.4,-94.0,5137
12143,Ravena,NY,42.49,-73.84,5137
78069,Somerset,TX,29.19,-98.68,5137
01944,Manchester,MA,42.58,-70.76,5136
35619,Danville,AL,34.4,-87.1,5135
81054,Las Animas,CO,37.9,-103.1,5134
46748,Huntertown,IN,41.25,-85.16,5134
53706,Madison,WI,43.07,-89.41,5133
74029,Dewey,OK,36.84,-95.89,5128
79036,Fritch,TX,35.68,-101.57,5128
23030,Charles City,VA,37.4,-77.1,5128
72454,Piggott,AR,36.4,-90.2,5127
19405,Bridgeport,PA,40.09,-75.34,5127
46204,Indianapolis,IN,39.77,-86.16,5125
48632,Lake,MI,43.8,-85.0,5125
12123,Nassau,NY,42.53,-73.59,5124
14787,Westfield,NY,42.3,-79.6,5121
52031,Bellevue,IA,42.2,-90.5,5120
56310,Avon,MN,45.6,-94.4,5120
17728,Cogan Station,PA,41.4,-77.1,5120
23665,Hampton,VA,37.09,-76.37,5120
26351,Glenville,WV,38.9,-80.9,5120
71082,Vivian,LA,32.8,-93.9,5119
74073,Sperry,OK,36.3,-96.0,5118
17560,New Providence,PA,39.91,-76.23,5118
29944,Varnville,SC,32.8,-81.0,5118
75182,Sunnyvale,TX,32.79,-96.56,5118
06026,East Granby,CT,41.94,-72.74,5117
10594,Thornwood,NY,41.12,-73.77,5117
04281,South Paris,ME,44.24,-70.49,5116
10576,Pound Ridge,NY,41.21,-73.57,5116
66032,Garnett,KS,38.3,-95.3,5115
40067,Simpsonville,KY,38.2,-85.4,5114
68355,Falls City,NE,40.1,-95.6,5113
70441,Greensburg,LA,30.9,-90.7,5112
01773,Lincoln,MA,42.43,-71.32,5112
62684,Sherman,IL,39.92,-89.58,5111
51054,Sergeant Bluff,IA,42.37,-96.33,5110
43793,Woodsfield,OH,39.8,-81.1,5110
74365,Salina,OK,36.3,-95.0,5110
30621,Bishop,GA,33.8,-83.48,5109
01036,Hampden,MA,42.07,-72.42,5109
03071,New Ipswich,NH,42.75,-71.87,5109
99109,Chewelah,WA,48.3,-117.8,5109
35046,Clanton,AL,32.9,-86.6,5108
43610,Toledo,OH,41.68,-83.56,5105
15626,Delmont,PA,40.41,-79.58,5105
18519,Scranton,PA,41.46,-75.63,5104
36251,Ashland,AL,33.2,-85.9,5103
31811,Hamilton,GA,32.8,-85.0,5103
42635,Pine Knot,KY,36.68,-84.39,5103
61846,Georgetown,IL,39.97,-87.62,5101
59201,Wolf Point,MT,48.1,-105.6,5100
22473,Heathsville,VA,37.9,-76.4,5099
75692,Waskom,TX,32.5,-94.1,5098
06423,East Haddam,CT,41.48,-72.39,5097
46148,Knightstown,IN,39.82,-85.52,5097
28789,Whittier,NC,35.4,-83.3,5097
97630,Lakeview,OR,42.3,-120.5,5096
77856,Franklin,TX,31.1,-96.4,5096
92315,Big Bear Lake,CA,34.25,-116.91,5094
02770,Rochester,MA,41.75,-70.85,5093
74962,Vian,OK,35.5,-94.9,5092
27809,Battleboro,NC,36.0,-77.8,5091
38041,Henning,TN,35.6,-89.7,5085
40006,Bedford,KY,38.6,-85.3,5084
32668,Morriston,FL,29.3,-82.5,5082
14572,Wayland,NY,42.6,-77.6,5081
45614,Bidwell,OH,38.9,-82.3,5080
16630,Cresson,PA,40.46,-78.57,5080
01005,Barre,MA,42.42,-72.12,5079
74436,Haskell,OK,35.8,-95.7,5078
93225,Frazier Park,CA,34.8,-119.1,5077
04572,Waldoboro,ME,44.1,-69.4,5075
76802,Early,TX,31.7,-98.9,5075
25510,Culloden,WV,38.4,-82.1,5074
57064,Tea,SD,43.46,-96.87,5072
75839,Elkhart,TX,31.6,-95.6,5069
37885,Vonore,TN,35.5,-84.1,5067
35760,New Hope,AL,34.6,-86.4,5065
22842,Mount Jackson,VA,38.8,-78.7,5063
60551,Sheridan,IL,41.5,-88.7,5062
75709,Tyler,TX,32.3,-95.4,5062
35462,Eutaw,AL,33.0,-88.0,5061
38921,Charleston,MS,34.0,-90.1,5061
12446,Kerhonkson,NY,41.8,-74.3,5061
28366,Newton Grove,NC,35.2,-78.4,5061
33890,Zolfo Springs,FL,27.5,-81.7,5060
74337,Chouteau,OK,36.2,-95.3,5060
43465,Walbridge,OH,41.56,-83.5,5059
46721,Butler,IN,41.4,-84.9,5058
11579,Sea Cliff,NY,40.84,-73.64,5055
75054,Grand Prairie,TX,32.6,-97.04,5053
87043,Placitas,NM,35.3,-106.4,5052
76559,Nolanville,TX,31.08,-97.61,5051
36445,Frisco City,AL,31.4,-87.4,5050
28433,Clarkton,NC,34.5,-78.7,5050
75851,Lovelady,TX,31.1,-95.5,5050
38916,Calhoun City,MS,33.8,-89.3,5049
97535,Phoenix,OR,42.27,-122.81,5047
17233,Mc Connellsburg,PA,40.0,-78.0,5047
84339,Wellsville,UT,41.6,-111.9,5046
37711,Bulls Gap,TN,36.3,-83.0,5044
22849,Shenandoah,VA,38.53,-78.62,5044
97032,Hubbard,OR,45.17,-122.79,5043
41171,Sandy Hook,KY,38.1,-83.1,5042
08867,Pittstown,NJ,40.58,-74.97,5042
13830,Oxford,NY,42.4,-75.6,5042
35175,Union Grove,AL,34.5,-86.5,5041
70819,Baton Rouge,LA,30.47,-91.01,5040
14067,Gasport,NY,43.2,-78.6,5040
55319,Clear Lake,MN,45.5,-94.0,5038
39740,Caledonia,MS,33.7,-88.3,5038
37687,Roan Mountain,TN,36.2,-82.1,5038
25506,Branchland,WV,38.2,-82.2,5037
37020,Bell Buckle,TN,35.6,-86.4,5036
22923,Barboursville,VA,38.2,-78.3,5035
49455,Shelby,MI,43.6,-86.3,5034
19551,Robesonia,PA,40.36,-76.14,5034
03470,Winchester,NH,42.8,-72.3,5033
14136,Silver Creek,NY,42.53,-79.17,5033
98932,Granger,WA,46.3,-120.2,5032
37869,Sneedville,TN,36.5,-83.3,5031
08343,Monroeville,NJ,39.64,-75.18,5030
37846,Philadelphia,TN,35.7,-84.5,5030
52772,Tipton,IA,41.7,-91.2,5029
21863,Snow Hill,MD,38.2,-75.4,5029
17948,Mahanoy City,PA,40.82,-76.14,5029
42256,Lewisburg,KY,37.0,-86.9,5028
82941,Pinedale,WY,43.0,-110.0,5028
48428,Dryden,MI,42.94,-83.15,5027
65753,Sparta,MO,37.0,-93.0,5027
07848,Lafayette,NJ,41.1,-74.68,5026
49862,Munising,MI,46.4,-86.6,5025
12883,Ticonderoga,NY,43.9,-73.5,5025
98010,Black Diamond,WA,47.31,-122.0,5025
04268,Norway,ME,44.2,-70.6,5023
29069,Lamar,SC,34.2,-80.1,5020
45323,Enon,OH,39.86,-83.92,5019
28356,Linden,NC,35.2,-78.8,5018
39645,Liberty,MS,31.2,-90.8,5016
44262,Munroe Falls,OH,41.14,-81.42,5016
46118,Clayton,IN,39.65,-86.52,5015
13053,Dryden,NY,42.48,-76.27,5015
48763,Tawas City,MI,44.2,-83.6,5012
23974,Victoria,VA,37.0,-78.3,5012
99737,Delta Junction,AK,64.0,-144.0,5011
11804,Old Bethpage,NY,40.76,-73.45,5010
21655,Preston,MD,38.75,-75.93,5009
27563,Norlina,NC,36.4,-78.2,5008
18610,Blakeslee,PA,41.1,-75.5,5008
34217,Bradenton Beach,FL,27.5,-82.72,5007
38619,Como,MS,34.5,-89.8,5004
32686,Reddick,FL,29.36,-82.27,5003
48416,Brown City,MI,43.2,-83.0,5002
17053,Marysville,PA,40.3,-77.0,5001
17004,Belleville,PA,40.6,-77.7,5000
72933,Charleston,AR,35.3,-94.0,4999
19504,Barto,PA,40.4,-75.6,4998
37818,Mosheim,TN,36.2,-83.0,4998
16229,Freeport,PA,40.72,-79.65,4997
54106,Black Creek,WI,44.5,-88.5,4997
01719,Boxborough,MA,42.49,-71.52,4996
57022,Dell Rapids,SD,43.9,-96.7,4996
55972,Saint Charles,MN,44.0,-92.1,4995
77358,New Waverly,TX,30.6,-95.4,4993
11980,Yaphank,NY,40.83,-72.92,4990
29810,Allendale,SC,32.9,-81.4,4990
55963,Pine Island,MN,44.2,-92.7,4988
02892,West Kingston,RI,41.5,-71.58,4988
79536,Merkel,TX,32.5,-100.0,4988
03033,Brookline,NH,42.75,-71.67,4987
78014,Cotulla,TX,28.3,-99.1,4987
06043,Bolton,CT,41.77,-72.44,4986
08518,Florence,NJ,40.12,-74.81,4986
86334,Paulden,AZ,35.1,-112.8,4985
95365,Planada,CA,37.31,-120.29,4985
43723,Byesville,OH,39.96,-81.53,4984
38049,Mason,TN,35.4,-89.5,4984
05676,Waterbury,VT,44.3,-72.8,4984
54484,Stratford,WI,44.8,-90.1,4984
85701,Tucson,AZ,32.22,-110.97,4983
32431,Cottondale,FL,30.8,-85.4,4983
55358,Maple Lake,MN,45.2,-94.0,4982
08559,Stockton,NJ,40.43,-74.97,4982
67951,Hugoton,KS,37.1,-101.3,4981
72422,Corning,AR,36.4,-90.5,4979
70342,Berwick,LA,29.69,-91.24,4979
05089,Windsor,VT,43.5,-72.5,4979
48363,Oakland,MI,42.77,-83.16,4978
76531,Hamilton,TX,31.7,-98.2,4978
36451,Grove Hill,AL,31.7,-87.8,4977
05450,Enosburg Falls,VT,44.9,-72.8,4977
85736,Tucson,AZ,32.0,-112.0,4975
30557,Martin,GA,34.5,-83.2,4975
85256,Scottsdale,AZ,33.5,-111.8,4974
67871,Scott City,KS,38.5,-100.9,4973
55320,Clearwater,MN,45.4,-94.1,4973
76633,China Spring,TX,31.7,-97.3,4973
35442,Aliceville,AL,33.0,-88.2,4972
12887,Whitehall,NY,43.6,-73.4,4972
00741,Punta Santiago,PR,18.17,-65.75,4971
83455,Victor,ID,43.6,-111.2,4970
89705,Carson City,NV,39.08,-119.84,4969
33876,Sebring,FL,27.42,-81.35,4968
60964,Saint Anne,IL,41.0,-87.7,4968
07758,Port Monmouth,NJ,40.43,-74.1,4967
44440,Mineral Ridge,OH,41.15,-80.8,4967
85004,Phoenix,AZ,33.45,-112.07,4965
81435,Telluride,CO,38.0,-108.2,4965
55921,Caledonia,MN,43.6,-91.4,4964
57262,Sisseton,SD,45.7,-96.9,4963
24064,Blue Ridge,VA,37.37,-79.78,4963
31806,Ellaville,GA,32.3,-84.3,4962
49265,Onsted,MI,42.01,-84.17,4958
78025,Ingram,TX,30.08,-99.29,4956
99326,Connell,WA,46.7,-118.9,4956
62239,Dupo,IL,38.52,-90.17,4954
42629,Jamestown,KY,36.9,-85.1,4953
03032,Auburn,NH,42.99,-71.35,4953
24368,Rural Retreat,VA,36.9,-81.3,4953
78605,Bertram,TX,30.7,-98.0,4952
83336,Heyburn,ID,42.6,-113.8,4951
46928,Fairmount,IN,40.4,-85.7,4951
49073,Nashville,MI,42.6,-85.1,4951
52730,Camanche,IA,41.8,-90.3,4950
54739,Elk Mound,WI,44.8,-91.7,4950
53523,Cambridge,WI,43.0,-89.0,4949
33920,Alva,FL,26.72,-81.66,4947
52776,West Liberty,IA,41.6,-91.3,4947
63873,Portageville,MO,36.4,-89.7,4947
36477,Samson,AL,31.1,-86.1,4946
60165,Stone Park,IL,41.902,-87.879,4946
12170,Stillwater,NY,42.99,-73.66,4945
30521,Carnesville,GA,34.4,-83.3,4944
46554,North Liberty,IN,41.6,-86.4,4942
07420,Haskell,NJ,41.03,-74.3,4942
77514,Anahuac,TX,29.7,-94.6,4942
16121,Farrell,PA,41.2,-80.49,4941
71486,Zwolle,LA,31.6,-93.6,4940
55037,Hinckley,MN,46.0,-92.8,4940
74120,Tulsa,OK,36.15,-95.98,4940
63127,Saint Louis,MO,38.54,-90.41,4939
65037,Gravois Mills,MO,38.2,-92.9,4938
02642,Eastham,MA,41.84,-69.98,4937
06088,East Windsor,CT,41.9,-72.59,4936
47660,Oakland City,IN,38.3,-87.3,4934
21638,Grasonville,MD,38.94,-76.21,4934
99664,Seward,AK,60.3,-149.1,4932
40437,Hustonville,KY,37.5,-84.9,4932
71417,Colfax,LA,31.5,-92.6,4932
35186,Wilsonville,AL,33.26,-86.5,4931
42053,Kevil,KY,37.1,-88.9,4931
70354,Galliano,LA,29.42,-90.25,4931
10532,Hawthorne,NY,41.09,-73.8,4931
65656,Galena,MO,36.8,-93.5,4929
33493,South Bay,FL,26.6,-80.8,4926
31006,Butler,GA,32.6,-84.3,4923
21758,Knoxville,MD,39.36,-77.66,4921
65686,Kimberling City,MO,36.63,-93.44,4920
54727,Cadott,WI,45.0,-91.2,4915
35971,Fyffe,AL,34.5,-86.0,4914
23089,Lanexa,VA,37.5,-76.9,4914
29817,Blackville,SC,33.4,-81.3,4913
15033,Donora,PA,40.18,-79.88,4910
77659,Sour Lake,TX,30.2,-94.4,4910
63068,New Haven,MO,38.6,-91.3,4909
29544,Galivants Ferry,SC,34.0,-79.2,4909
35772,Stevenson,AL,34.9,-85.9,4908
46590,Winona Lake,IN,41.22,-85.81,4908
46914,Bunker Hill,IN,40.64,-86.08,4908
02738,Marion,MA,41.72,-70.76,4907
85193,Casa Grande,AZ,32.8,-111.9,4906
48095,Washington,MI,42.78,-83.04,4906
26034,Chester,WV,40.59,-80.56,4905
81652,Silt,CO,39.5,-107.7,4904
50324,Windsor Heights,IA,41.6,-93.72,4903
21111,Monkton,MD,39.57,-76.59,4903
28479,Winnabow,NC,34.1,-78.1,4903
54730,Colfax,WI,45.0,-91.7,4903
20622,Charlotte Hall,MD,38.5,-76.8,4900
98812,Brewster,WA,48.2,-119.8,4899
31642,Pearson,GA,31.3,-82.9,4898
68788,West Point,NE,41.9,-96.7,4898
26601,Sutton,WV,38.7,-80.7,4898
61739,Fairbury,IL,40.7,-88.5,4897
01740,Bolton,MA,42.44,-71.6,4897
63382,Vandalia,MO,39.3,-91.5,4897
14510,Mount Morris,NY,42.7,-77.9,4895
92397,Wrightwood,CA,34.37,-117.62,4894
62033,Gillespie,IL,39.1,-89.9,4894
