zip,city,state,latitude,longitude,population
60629,Chicago,IL,41.78,-87.7,113916
79936,El Paso,TX,31.78,-106.31,111086
11368,Corona,NY,40.75,-73.85,109931
90650,Norwalk,CA,33.91,-118.08,105549
90011,Los Angeles,CA,34.01,-118.26,103892
91331,Pacoima,CA,34.26,-118.42,103689
11226,Brooklyn,NY,40.65,-73.96,101572
90201,Bell Gardens,CA,33.98,-118.17,101279
11373,Elmhurst,NY,40.74,-73.88,100820
11220,Brooklyn,NY,40.64,-74.02,99598
11385,Ridgewood,NY,40.7,-73.88,98592
10467,Bronx,NY,40.88,-73.87,97060
92335,Fontana,CA,34.09,-117.46,95397
77084,Houston,TX,29.83,-95.66,95137
10025,New York,NY,40.8,-73.97,94600
11208,Brooklyn,NY,40.67,-73.87,94469
90280,South Gate,CA,33.94,-118.19,94396
77449,Katy,TX,29.83,-95.73,94382
11236,Brooklyn,NY,40.64,-73.9,93877
78521,Brownsville,TX,26.0,-97.3,93818
90805,Long Beach,CA,33.86,-118.18,93524
11207,Brooklyn,NY,40.67,-73.9,93386
90250,Hawthorne,CA,33.91,-118.35,93193
08701,Lakewood,NJ,40.07,-74.21,92843
11219,Brooklyn,NY,40.63,-74.0,92221
60623,Chicago,IL,41.84,-87.72,92108
60618,Chicago,IL,41.95,-87.7,92084
91342,Sylmar,CA,34.3,-118.4,91725
60632,Chicago,IL,41.82,-87.69,91326
60639,Chicago,IL,41.92,-87.76,90407
11211,Brooklyn,NY,40.71,-73.95,90117
11377,Woodside,NY,40.75,-73.91,89830
90044,Los Angeles,CA,33.95,-118.29,89779
92683,Westminster,CA,33.75,-117.99,89747
00725,Caguas,PR,18.2,-66.1,89374
75052,Grand Prairie,TX,32.65,-97.02,88996
11214,Brooklyn,NY,40.6,-74.01,88630
92336,Fontana,CA,34.15,-117.46,88419
92704,Santa Ana,CA,33.72,-117.91,88123
11234,Brooklyn,NY,40.61,-73.89,87757
60647,Chicago,IL,41.92,-87.7,87291
10456,Bronx,NY,40.83,-73.91,86547
11230,Brooklyn,NY,40.62,-73.97,86408
92804,Anaheim,CA,33.82,-117.98,85914
11355,Flushing,NY,40.75,-73.83,85871
10314,Staten Island,NY,40.6,-74.15,85510
91744,La Puente,CA,34.03,-117.93,85040
94565,Pittsburg,CA,38.0,-121.9,84641
60804,Cicero,IL,41.84,-87.76,84573
92503,Riverside,CA,33.9,-117.45,84519
11212,Brooklyn,NY,40.66,-73.92,84500
60617,Chicago,IL,41.73,-87.55,84155
91911,Chula Vista,CA,32.6,-117.04,82999
60608,Chicago,IL,41.85,-87.68,82739
93033,Oxnard,CA,34.15,-119.14,82728
93307,Bakersfield,CA,35.2,-118.8,82658
95076,Watsonville,CA,36.9,-121.7,82474
11206,Brooklyn,NY,40.7,-73.94,81677
92376,Rialto,CA,34.1,-117.39,81516
10002,New York,NY,40.72,-73.99,81410
91710,Chino,CA,34.01,-117.7,80358
75217,Dallas,TX,32.7,-96.68,80324
30043,Lawrenceville,GA,34.01,-84.01,80241
11229,Brooklyn,NY,40.6,-73.94,80018
92154,San Diego,CA,32.6,-117.0,79708
30044,Lawrenceville,GA,33.92,-84.07,79701
10458,Bronx,NY,40.86,-73.89,79492
94112,San Francisco,CA,37.72,-122.44,79407
00956,Bayamon,PR,18.34,-66.17,79304
11235,Brooklyn,NY,40.58,-73.95,79132
11221,Brooklyn,NY,40.69,-73.93,78895
11223,Brooklyn,NY,40.6,-73.97,78731
92345,Hesperia,CA,34.4,-117.3,78715
60625,Chicago,IL,41.97,-87.7,78651
37013,Antioch,TN,36.05,-86.64,78406
10453,Bronx,NY,40.85,-73.91,78309
11204,Brooklyn,NY,40.62,-73.99,78134
79912,El Paso,TX,31.85,-106.54,77161
87121,Albuquerque,NM,35.0,-106.9,76721
90706,Bellflower,CA,33.89,-118.13,76615
60505,Aurora,IL,41.76,-88.3,76573
91706,Baldwin Park,CA,34.09,-117.97,76571
93722,Fresno,CA,36.8,-119.88,76448
11203,Brooklyn,NY,40.65,-73.93,76174
10468,Bronx,NY,40.87,-73.9,76103
10029,New York,NY,40.79,-73.95,76003
91910,Chula Vista,CA,32.63,-117.05,75802
10462,Bronx,NY,40.84,-73.85,75784
10452,Bronx,NY,40.84,-73.92,75371
78572,Mission,TX,26.2,-98.4,75221
11218,Brooklyn,NY,40.65,-73.98,75220
92509,Riverside,CA,34.0,-117.44,75196
90255,Huntington Park,CA,33.98,-118.21,75066
93257,Porterville,CA,36.0,-118.9,75004
93550,Palmdale,CA,34.5,-118.1,74929
85364,Yuma,AZ,32.6,-114.7,74904
91709,Chino Hills,CA,33.95,-117.73,74796
37211,Nashville,TN,36.07,-86.72,74755
75070,Mckinney,TX,33.16,-96.72,74734
77479,Sugar Land,TX,29.56,-95.64,74514
66062,Olathe,KS,38.85,-94.78,74411
91335,Reseda,CA,34.2,-118.54,74363
60634,Chicago,IL,41.95,-87.81,74298
95823,Sacramento,CA,38.47,-121.44,73985
92553,Moreno Valley,CA,33.92,-117.25,73722
92126,San Diego,CA,32.91,-117.14,73343
75211,Dallas,TX,32.74,-96.92,73146
22193,Woodbridge,VA,38.64,-77.35,73047
94544,Hayward,CA,37.64,-122.06,73026
00953,Toa Alta,PR,18.36,-66.26,73014
75034,Frisco,TX,33.12,-96.88,72723
93065,Simi Valley,CA,34.27,-118.79,72508
92592,Temecula,CA,33.5,-117.0,72492
23464,Virginia Beach,VA,36.8,-76.18,72359
96797,Waipahu,HI,21.39,-158.01,72289
77429,Cypress,TX,29.98,-95.66,72264
33012,Hialeah,FL,25.87,-80.3,72248
60620,Chicago,IL,41.74,-87.66,72216
60628,Chicago,IL,41.69,-87.62,72202
95630,Folsom,CA,38.67,-121.15,72180
93535,Lancaster,CA,34.7,-117.9,72046
77036,Houston,TX,29.69,-95.53,71969
77450,Katy,TX,29.74,-95.74,71889
93727,Fresno,CA,36.75,-119.68,71820
60085,Waukegan,IL,42.35,-87.87,71714
60641,Chicago,IL,41.95,-87.75,71663
91766,Pomona,CA,34.05,-117.72,71599
77573,League City,TX,29.5,-95.09,71580
28269,Charlotte,NC,35.34,-80.79,71048
89110,Las Vegas,NV,36.17,-115.04,70994
93536,Lancaster,CA,34.7,-118.5,70918
78577,Pharr,TX,26.2,-98.2,70840
77083,Houston,TX,29.69,-95.65,70837
63376,Saint Peters,MO,38.8,-90.63,70828
77379,Spring,TX,30.04,-95.53,70544
10457,Bronx,NY,40.85,-73.9,70496
92805,Anaheim,CA,33.83,-117.91,70401
77584,Pearland,TX,29.54,-95.35,70228
89108,Las Vegas,NV,36.21,-115.21,70123
91402,Panorama City,CA,34.23,-118.44,69817
07055,Passaic,NJ,40.86,-74.13,69816
92105,San Diego,CA,32.74,-117.09,69813
85225,Chandler,AZ,33.32,-111.82,69810
21234,Parkville,MD,39.39,-76.53,69752
90262,Lynwood,CA,33.93,-118.2,69745
93274,Tulare,CA,36.2,-119.4,69721
45011,Hamilton,OH,39.4,-84.5,69677
80013,Aurora,CO,39.66,-104.77,69588
94587,Union City,CA,37.6,-122.0,69516
94110,San Francisco,CA,37.75,-122.42,69333
94533,Fairfield,CA,38.28,-122.02,69277
11209,Brooklyn,NY,40.62,-74.03,68853
94536,Fremont,CA,37.57,-121.99,68790
78660,Pflugerville,TX,30.43,-97.6,68789
11375,Forest Hills,NY,40.72,-73.85,68733
84118,Salt Lake City,UT,40.65,-112.04,68295
99301,Pasco,WA,46.5,-118.7,68191
19120,Philadelphia,PA,40.03,-75.12,68104
10463,Bronx,NY,40.89,-73.91,67970
92882,Corona,CA,33.83,-117.62,67917
90026,Los Angeles,CA,34.08,-118.26,67869
10466,Bronx,NY,40.89,-73.84,67813
90631,La Habra,CA,33.94,-117.95,67619
30349,Atlanta,GA,33.6,-84.5,67602
90022,Los Angeles,CA,34.03,-118.15,67179
33186,Miami,FL,25.66,-80.41,67137
11746,Huntington Station,NY,40.82,-73.36,67094
11233,Brooklyn,NY,40.68,-73.92,67053
00612,Arecibo,PR,18.4,-66.68,67010
47906,West Lafayette,IN,40.5,-87.0,66972
97007,Beaverton,OR,45.45,-122.88,66954
95035,Milpitas,CA,37.44,-121.84,66943
91730,Rancho Cucamonga,CA,34.1,-117.58,66925
37042,Clarksville,TN,36.6,-87.4,66916
94558,Napa,CA,38.5,-122.3,66830
29483,Summerville,SC,33.1,-80.2,66731
19124,Philadelphia,PA,40.02,-75.09,66691
11372,Jackson Heights,NY,40.75,-73.88,66636
10469,Bronx,NY,40.87,-73.85,66631
60614,Chicago,IL,41.92,-87.65,66617
75228,Dallas,TX,32.83,-96.68,66551
07087,Union City,NJ,40.77,-74.03,66515
77095,Houston,TX,29.91,-95.64,66502
10472,Bronx,NY,40.83,-73.86,66358
90003,Los Angeles,CA,33.96,-118.27,66266
30281,Stockbridge,GA,33.6,-84.2,66140
60657,Chicago,IL,41.94,-87.66,65996
60640,Chicago,IL,41.97,-87.66,65790
27610,Raleigh,NC,35.7,-78.5,65648
85032,Phoenix,AZ,33.63,-112.01,65485
92703,Santa Ana,CA,33.75,-117.91,65445
92114,San Diego,CA,32.71,-117.05,65433
93230,Hanford,CA,36.3,-119.6,65264
33411,West Palm Beach,FL,26.71,-80.2,65245
00976,Trujillo Alto,PR,18.34,-65.99,65136
78613,Cedar Park,TX,30.5,-97.82,65099
95687,Vacaville,CA,38.4,-121.9,65096
92021,El Cajon,CA,32.84,-116.88,65068
95206,Stockton,CA,37.9,-121.4,65004
60609,Chicago,IL,41.81,-87.66,64906
19143,Philadelphia,PA,39.94,-75.22,64849
20906,Silver Spring,MD,39.09,-77.06,64696
30024,Suwanee,GA,34.07,-84.1,64614
93306,Bakersfield,CA,35.5,-118.8,64587
78046,Laredo,TX,27.4,-99.5,64548
90019,Los Angeles,CA,34.05,-118.34,64458
30022,Alpharetta,GA,34.02,-84.25,64359
60651,Chicago,IL,41.9,-87.74,64267
44035,Elyria,OH,41.4,-82.1,64263
89121,Las Vegas,NV,36.12,-115.09,64096
94080,South San Francisco,CA,37.66,-122.42,63975
33024,Hollywood,FL,26.03,-80.24,63916
14850,Ithaca,NY,42.4,-76.5,63886
85308,Glendale,AZ,33.67,-112.19,63876
78596,Weslaco,TX,26.2,-98.0,63844
78666,San Marcos,TX,29.9,-98.0,63836
60619,Chicago,IL,41.74,-87.61,63825
33311,Fort Lauderdale,FL,26.13,-80.16,63786
11213,Brooklyn,NY,40.67,-73.94,63767
08753,Toms River,NJ,39.99,-74.16,63678
00987,Carolina,PR,18.36,-65.97,63661
33023,Hollywood,FL,25.99,-80.21,63576
33015,Hialeah,FL,25.94,-80.32,63544
11215,Brooklyn,NY,40.67,-73.98,63488
60402,Berwyn,IL,41.83,-87.78,63448
06902,Stamford,CT,41.06,-73.54,63406
10701,Yonkers,NY,40.95,-73.88,63393
92677,Laguna Niguel,CA,33.53,-117.71,63297
78542,Edinburg,TX,26.4,-98.1,63293
33157,Miami,FL,25.6,-80.33,63226
75002,Allen,TX,33.08,-96.61,63140
48180,Taylor,MI,42.23,-83.27,63131
19111,Philadelphia,PA,40.06,-75.08,63090
97006,Beaverton,OR,45.52,-122.86,63036
07002,Bayonne,NJ,40.67,-74.11,63031
90660,Pico Rivera,CA,33.99,-118.08,62928
96706,Ewa Beach,HI,21.34,-158.01,62730
90640,Montebello,CA,34.01,-118.11,62549
11706,Bay Shore,NY,40.71,-73.24,62543
84015,Clearfield,UT,41.11,-112.06,62494
20878,Gaithersburg,MD,39.11,-77.25,62446
94509,Antioch,CA,38.0,-121.81,62439
80015,Aurora,CO,39.62,-104.78,62432
90042,Los Angeles,CA,34.11,-118.19,62430
90037,Los Angeles,CA,34.0,-118.29,62276
30096,Duluth,GA,33.98,-84.15,62265
95123,San Jose,CA,37.24,-121.84,62228
90004,Los Angeles,CA,34.08,-118.31,62180
30062,Marietta,GA,34.0,-84.47,62136
91770,Rosemead,CA,34.06,-118.08,62097
92562,Murrieta,CA,33.5,-117.3,62079
92801,Anaheim,CA,33.85,-117.96,62068
44256,Medina,OH,41.1,-81.9,62039
11210,Brooklyn,NY,40.63,-73.95,62008
95624,Elk Grove,CA,38.4,-121.3,61989
17603,Lancaster,PA,40.04,-76.31,61973
23462,Virginia Beach,VA,36.84,-76.15,61973
30135,Douglasville,GA,33.7,-84.7,61912
21740,Hagerstown,MD,39.6,-77.7,61859
92201,Indio,CA,33.7,-116.23,61827
94541,Hayward,CA,37.67,-122.11,61635
87114,Albuquerque,NM,35.19,-106.68,61623
77494,Katy,TX,29.74,-95.84,61600
92627,Costa Mesa,CA,33.65,-117.92,61510
34953,Port Saint Lucie,FL,27.25,-80.38,61494
91732,El Monte,CA,34.07,-118.01,61386
76063,Mansfield,TX,32.57,-97.13,61361
10009,New York,NY,40.73,-73.98,61347
95127,San Jose,CA,37.39,-121.78,61325
80219,Denver,CO,39.71,-105.03,61296
78501,Mcallen,TX,26.22,-98.24,61219
94538,Fremont,CA,37.51,-121.99,61148
48197,Ypsilanti,MI,42.21,-83.62,61132
93905,Salinas,CA,36.68,-121.62,61087
00693,Vega Baja,PR,18.42,-66.4,61038
02301,Brockton,MA,42.08,-71.04,61025
10023,New York,NY,40.78,-73.98,60998
75067,Lewisville,TX,33.02,-96.99,60982
53215,Milwaukee,WI,43.01,-87.94,60953
94015,Daly City,CA,37.68,-122.48,60927
85204,Mesa,AZ,33.4,-111.79,60885
07093,West New York,NJ,40.79,-74.01,60884
11432,Jamaica,NY,40.72,-73.79,60809
07047,North Bergen,NJ,40.79,-74.02,60773
11717,Brentwood,NY,40.78,-73.25,60745
95014,Cupertino,CA,37.3,-122.07,60717
19134,Philadelphia,PA,39.99,-75.11,60675
46307,Crown Point,IN,41.4,-87.3,60619
89031,North Las Vegas,NV,36.26,-115.17,60589
21122,Pasadena,MD,39.12,-76.51,60576
23322,Chesapeake,VA,36.6,-76.3,60473
10128,New York,NY,40.78,-73.95,60453
06010,Bristol,CT,41.68,-72.94,60448
95758,Elk Grove,CA,38.43,-121.44,60435
76244,Keller,TX,32.93,-97.28,60388
30127,Powder Springs,GA,33.9,-84.7,60347
91950,National City,CA,32.67,-117.09,60322
23454,Virginia Beach,VA,36.8,-76.0,60283
91343,North Hills,CA,34.24,-118.48,60254
94501,Alameda,CA,37.77,-122.28,60212
44060,Mentor,OH,41.69,-81.33,60211
85301,Glendale,AZ,33.53,-112.18,60161
21215,Baltimore,MD,39.34,-76.69,60161
07305,Jersey City,NJ,40.7,-74.07,60104
11691,Far Rockaway,NY,40.6,-73.76,60035
60073,Round Lake,IL,42.34,-88.11,60002
94806,San Pablo,CA,37.98,-122.33,59861
76028,Burleson,TX,32.5,-97.3,59744
10027,New York,NY,40.81,-73.96,59707
91702,Azusa,CA,34.2,-117.8,59705
60016,Des Plaines,IL,42.05,-87.89,59690
28277,Charlotte,NC,35.05,-80.81,59664
90731,San Pedro,CA,33.74,-118.27,59662
30047,Lilburn,GA,33.87,-84.11,59660
43055,Newark,OH,40.1,-82.4,59605
43130,Lancaster,OH,39.7,-82.6,59570
78130,New Braunfels,TX,29.7,-98.1,59546
02148,Malden,MA,42.43,-71.05,59503
92707,Santa Ana,CA,33.71,-117.87,59492
15601,Greensburg,PA,40.3,-79.5,59483
93906,Salinas,CA,36.72,-121.63,59461
30052,Loganville,GA,33.8,-83.9,59451
95608,Carmichael,CA,38.62,-121.33,59418
78520,Brownsville,TX,26.0,-97.5,59408
75040,Garland,TX,32.93,-96.62,59406
93030,Oxnard,CA,33.7,-119.3,59372
23452,Virginia Beach,VA,36.85,-76.1,59321
10312,Staten Island,NY,40.55,-74.18,59304
10024,New York,NY,40.81,-73.97,59283
37075,Hendersonville,TN,36.3,-86.6,59256
19720,New Castle,DE,39.6,-75.6,59250
90006,Los Angeles,CA,34.05,-118.29,59185
92630,Lake Forest,CA,33.65,-117.68,59182
11434,Jamaica,NY,40.67,-73.77,59129
32210,Jacksonville,FL,30.27,-81.75,59080
79924,El Paso,TX,31.89,-106.43,59058
10977,Spring Valley,NY,41.12,-74.05,59048
33025,Hollywood,FL,25.98,-80.28,59039
97701,Bend,OR,44.0,-121.3,58993
90813,Long Beach,CA,33.78,-118.2,58911
78228,San Antonio,TX,29.46,-98.57,58811
89115,Las Vegas,NV,36.24,-115.05,58794
92880,Corona,CA,33.93,-117.62,58763
75150,Mesquite,TX,32.82,-96.63,58730
92115,San Diego,CA,32.76,-117.07,58560
20011,Washington,DC,38.95,-77.02,58536
10473,Bronx,NY,40.82,-73.86,58519
95111,San Jose,CA,37.28,-121.83,58466
98052,Redmond,WA,47.68,-122.12,58442
43123,Grove City,OH,39.9,-83.1,58424
93309,Bakersfield,CA,35.35,-119.06,58409
00727,Caguas,PR,18.2,-66.1,58382
91977,Spring Valley,CA,32.72,-116.99,58368
95355,Modesto,CA,37.67,-120.94,58311
92404,San Bernardino,CA,34.2,-117.1,58271
97229,Portland,OR,45.55,-122.81,58217
00680,Mayaguez,PR,18.2,-67.5,58140
60411,Chicago Heights,IL,41.51,-87.6,58136
75043,Garland,TX,32.86,-96.59,58094
87120,Albuquerque,NM,35.1,-106.8,58023
92507,Riverside,CA,33.97,-117.33,58002
90034,Los Angeles,CA,34.03,-118.4,57964
02155,Medford,MA,42.42,-71.11,57964
32828,Orlando,FL,28.51,-81.16,57881
95828,Sacramento,CA,38.49,-121.4,57862
45601,Chillicothe,OH,39.3,-83.0,57842
92020,El Cajon,CA,32.79,-116.97,57767
30906,Augusta,GA,33.3,-82.0,57748
92780,Tustin,CA,33.74,-117.82,57741
87105,Albuquerque,NM,35.0,-106.7,57680
33027,Hollywood,FL,25.98,-80.34,57663
22191,Woodbridge,VA,38.62,-77.27,57598
74012,Broken Arrow,OK,36.06,-95.81,57526
85705,Tucson,AZ,32.27,-111.0,57521
73099,Yukon,OK,35.5,-97.8,57492
32244,Jacksonville,FL,30.22,-81.74,57369
20874,Germantown,MD,39.15,-77.29,57367
95020,Gilroy,CA,37.0,-121.5,57349
85281,Tempe,AZ,33.44,-111.93,57348
10032,New York,NY,40.84,-73.94,57331
10460,Bronx,NY,40.84,-73.88,57311
90745,Carson,CA,33.83,-118.26,57251
92647,Huntington Beach,CA,33.73,-118.01,57245
90001,Los Angeles,CA,33.97,-118.25,57110
46227,Indianapolis,IN,39.68,-86.13,57086
78574,Mission,TX,26.3,-98.4,57071
91761,Ontario,CA,34.03,-117.59,56913
60453,Oak Lawn,IL,41.71,-87.76,56855
11225,Brooklyn,NY,40.66,-73.96,56829
93312,Bakersfield,CA,35.4,-119.12,56741
00924,San Juan,PR,18.41,-66.01,56691
92407,San Bernardino,CA,34.2,-117.4,56689
95122,San Jose,CA,37.33,-121.84,56545
77072,Houston,TX,29.69,-95.59,56526
78245,San Antonio,TX,29.41,-98.72,56511
92324,Colton,CA,34.03,-117.28,56505
44077,Painesville,OH,41.71,-81.2,56491
87111,Albuquerque,NM,35.14,-106.52,56490
27406,Greensboro,NC,36.0,-79.8,56458
10031,New York,NY,40.83,-73.95,56438
11550,Hempstead,NY,40.7,-73.62,56435
84404,Ogden,UT,41.2,-112.2,56363
32765,Oviedo,FL,28.67,-81.2,56349
70072,Marrero,LA,29.83,-90.15,56344
91605,North Hollywood,CA,34.21,-118.4,56343
89123,Las Vegas,NV,36.04,-115.15,56300
77459,Missouri City,TX,29.53,-95.52,56274
02360,Plymouth,MA,41.9,-70.6,56271
63021,Ballwin,MO,38.56,-90.53,56261
07728,Freehold,NJ,40.2,-74.3,56257
85345,Peoria,AZ,33.57,-112.25,56208
77840,College Station,TX,30.61,-96.32,56171
33165,Miami,FL,25.74,-80.36,56149
85008,Phoenix,AZ,33.46,-111.99,56145
92113,San Diego,CA,32.69,-117.12,56066
75149,Mesquite,TX,32.77,-96.62,56065
33313,Fort Lauderdale,FL,26.15,-80.23,56039
10003,New York,NY,40.73,-73.99,56024
94122,San Francisco,CA,37.76,-122.48,56023
92708,Fountain Valley,CA,33.71,-117.95,56004
43081,Westerville,OH,40.1,-82.9,55991
22003,Annandale,VA,38.83,-77.21,55990
94109,San Francisco,CA,37.79,-122.42,55984
08854,Piscataway,NJ,40.55,-74.46,55961
95112,San Jose,CA,37.34,-121.88,55927
10306,Staten Island,NY,40.57,-74.13,55909
78586,San Benito,TX,26.1,-97.6,55878
91762,Ontario,CA,34.03,-117.63,55857
66061,Olathe,KS,38.9,-94.9,55805
40475,Richmond,KY,37.8,-84.3,55803
21222,Dundalk,MD,39.26,-76.5,55786
27858,Greenville,NC,35.5,-77.3,55781
90063,Los Angeles,CA,34.04,-118.19,55758
76010,Arlington,TX,32.72,-97.08,55706
93215,Delano,CA,35.8,-119.1,55659
42101,Bowling Green,KY,37.0,-86.5,55648
43701,Zanesville,OH,40.0,-82.0,55643
78745,Austin,TX,30.21,-97.8,55614
06516,West Haven,CT,41.27,-72.96,55564
78207,San Antonio,TX,29.42,-98.52,55514
19020,Bensalem,PA,40.1,-74.94,55493
28027,Concord,NC,35.4,-80.7,55435
93458,Santa Maria,CA,34.96,-120.5,55431
89117,Las Vegas,NV,36.14,-115.28,55416
75243,Dallas,TX,32.91,-96.74,55406
31907,Columbus,GA,32.48,-84.87,55332
90066,Los Angeles,CA,34.0,-118.43,55277
92646,Huntington Beach,CA,33.67,-117.96,55224
08901,New Brunswick,NJ,40.48,-74.44,55223
60056,Mount Prospect,IL,42.06,-87.93,55219
85706,Tucson,AZ,32.15,-110.93,55209
19446,Lansdale,PA,40.23,-75.29,55138
79907,El Paso,TX,31.72,-106.36,55132
80134,Parker,CO,39.5,-104.8,55075
22030,Fairfax,VA,38.84,-77.34,55066
02169,Quincy,MA,42.24,-71.01,55055
33647,Tampa,FL,28.12,-82.35,55034
75227,Dallas,TX,32.77,-96.69,55029
60638,Chicago,IL,41.78,-87.77,55026
19149,Philadelphia,PA,40.04,-75.07,55006
28655,Morganton,NC,35.8,-81.7,54996
45840,Findlay,OH,41.0,-83.7,54979
22407,Fredericksburg,VA,38.3,-77.6,54962
65807,Springfield,MO,37.17,-93.33,54952
85041,Phoenix,AZ,33.38,-112.12,54947
92346,Highland,CA,34.15,-117.15,54923
76137,Fort Worth,TX,32.85,-97.29,54911
78250,San Antonio,TX,29.5,-98.67,54903
11354,Flushing,NY,40.77,-73.82,54878
92392,Victorville,CA,34.48,-117.4,54858
43302,Marion,OH,40.6,-83.1,54790
07470,Wayne,NJ,40.95,-74.24,54717
78045,Laredo,TX,27.8,-99.6,54713
00603,Aguadilla,PR,18.45,-67.11,54689
30040,Cumming,GA,34.2,-84.2,54653
96817,Honolulu,HI,21.34,-157.84,54628
20904,Silver Spring,MD,39.07,-76.98,54612
77373,Spring,TX,30.07,-95.37,54609
94513,Brentwood,CA,37.9,-121.7,54605
28314,Fayetteville,NC,35.07,-79.02,54520
38401,Columbia,TN,35.7,-87.0,54469
12550,Newburgh,NY,41.54,-74.05,54447
85710,Tucson,AZ,32.22,-110.82,54439
08527,Jackson,NJ,40.1,-74.4,54392
30101,Acworth,GA,34.03,-84.7,54373
93063,Simi Valley,CA,34.29,-118.69,54366
20019,Washington,DC,38.89,-76.94,54358
95051,Santa Clara,CA,37.35,-121.98,54327
11216,Brooklyn,NY,40.68,-73.95,54316
94087,Sunnyvale,CA,37.35,-122.03,54293
96744,Kaneohe,HI,21.45,-157.84,54247
10016,New York,NY,40.74,-73.97,54183
19140,Philadelphia,PA,40.01,-75.15,54133
96789,Mililani,HI,21.46,-157.99,54129
90723,Paramount,CA,33.9,-118.17,54099
92057,Oceanside,CA,33.25,-117.29,54096
30331,Atlanta,GA,33.72,-84.56,54094
60630,Chicago,IL,41.97,-87.76,54093
91764,Ontario,CA,34.08,-117.59,54086
20147,Ashburn,VA,39.05,-77.48,54086
92840,Garden Grove,CA,33.79,-117.93,54083
93436,Lompoc,CA,34.6,-120.4,54017
43026,Hilliard,OH,40.02,-83.18,54017
91745,Hacienda Heights,CA,34.0,-117.98,54013
07111,Irvington,NJ,40.73,-74.23,53942
89030,North Las Vegas,NV,36.22,-115.13,53928
10033,New York,NY,40.84,-73.94,53926
92701,Santa Ana,CA,33.75,-117.86,53908
92563,Murrieta,CA,33.59,-117.13,53892
92027,Escondido,CA,33.1,-117.0,53881
90744,Wilmington,CA,33.78,-118.26,53815
11758,Massapequa,NY,40.68,-73.46,53804
29732,Rock Hill,SC,34.97,-81.08,53781
92504,Riverside,CA,33.91,-117.4,53778
21117,Owings Mills,MD,39.43,-76.8,53778
72401,Jonesboro,AR,35.9,-90.6,53767
33463,Lake Worth,FL,26.59,-80.13,53766
00729,Canovanas,PR,18.33,-65.88,53750
33414,Wellington,FL,26.64,-80.24,53718
33161,Miami,FL,25.89,-80.18,53710
90221,Compton,CA,33.88,-118.2,53704
92570,Perris,CA,33.8,-117.3,53697
11435,Jamaica,NY,40.7,-73.81,53687
21061,Glen Burnie,MD,39.16,-76.64,53684
73160,Oklahoma City,OK,35.33,-97.48,53666
28215,Charlotte,NC,35.25,-80.69,53629
77015,Houston,TX,29.77,-95.16,53621
12180,Troy,NY,42.7,-73.6,53606
30721,Dalton,GA,34.8,-84.9,53601
06511,New Haven,CT,41.31,-72.94,53600
29445,Goose Creek,SC,32.98,-80.0,53588
77346,Humble,TX,29.98,-95.18,53578
14221,Buffalo,NY,42.99,-78.73,53555
79938,El Paso,TX,31.8,-106.1,53520
97301,Salem,OR,44.96,-123.0,53518
32218,Jacksonville,FL,30.5,-81.7,53473
75061,Irving,TX,32.83,-97.01,53442
92071,Santee,CA,32.86,-116.99,53422
00791,Humacao,PR,18.14,-65.81,53417
22192,Woodbridge,VA,38.68,-77.32,53394
30093,Norcross,GA,33.91,-84.18,53351
24060,Blacksburg,VA,37.3,-80.4,53311
65203,Columbia,MO,38.9,-92.4,53307
45140,Loveland,OH,39.26,-84.24,53267
93117,Goleta,CA,34.2,-120.0,53217
33175,Miami,FL,25.74,-80.41,53206
33177,Miami,FL,25.6,-80.4,53191
78550,Harlingen,TX,26.2,-97.7,53152
08861,Perth Amboy,NJ,40.52,-74.28,53099
27587,Wake Forest,NC,36.0,-78.6,53078
84119,Salt Lake City,UT,40.7,-111.94,53077
48103,Ann Arbor,MI,42.3,-83.9,53057
07083,Union,NJ,40.69,-74.27,53053
94591,Vallejo,CA,38.12,-122.2,53042
78852,Eagle Pass,TX,28.6,-100.3,53040
85033,Phoenix,AZ,33.49,-112.21,53037
30004,Alpharetta,GA,34.14,-84.29,53033
32822,Orlando,FL,28.5,-81.29,53029
32825,Orlando,FL,28.52,-81.24,53024
60506,Aurora,IL,41.76,-88.38,53013
30263,Newnan,GA,33.4,-84.9,53008
95670,Rancho Cordova,CA,38.6,-121.27,52973
33064,Pompano Beach,FL,26.28,-80.12,52969
30058,Lithonia,GA,33.74,-84.1,52945
30066,Marietta,GA,34.02,-84.5,52936
78664,Round Rock,TX,30.5,-97.64,52932
27834,Greenville,NC,35.7,-77.4,52914
60440,Bolingbrook,IL,41.7,-88.08,52911
98682,Vancouver,WA,45.67,-122.48,52893
61761,Normal,IL,40.5,-88.9,52879
80634,Greeley,CO,40.4,-104.8,52861
93291,Visalia,CA,36.4,-119.38,52849
45044,Middletown,OH,39.44,-84.38,52822
30041,Cumming,GA,34.2,-84.1,52749
91801,Alhambra,CA,34.09,-118.13,52735
55106,Saint Paul,MN,44.94,-93.05,52730
63129,Saint Louis,MO,38.45,-90.33,52718
33125,Miami,FL,25.78,-80.24,52677
07306,Jersey City,NJ,40.74,-74.07,52669
45013,Hamilton,OH,39.4,-84.6,52613
92399,Yucaipa,CA,34.0,-117.0,52606
33142,Miami,FL,25.8,-80.23,52606
30075,Roswell,GA,34.06,-84.38,52573
60622,Chicago,IL,41.9,-87.69,52548
85009,Phoenix,AZ,33.44,-112.13,52520
92571,Perris,CA,33.84,-117.19,52516
